Reviewer Name,Review Text,Publish Date,Star Given,Review URL,Owner Response Text
Albertus Aditya,,2023-09-30T00:27:17.173Z,4,https://www.google.com/maps/contrib/114994218357422800478?hl=id,
Jatiana Ayu Wijayanti,"Hotelnya enak bgt nyaman bgt keren sih bagus pokoknya bagus juga klo tiap Senin Rabu Jumat ada sendratari Ramayana, sarapannya tpi seadanya ya karna klo weekdsy gak terlalu ramai. Tpi nasi gorengnya mienya juga enak bgtt mantapp",2023-09-28T09:47:16.588Z,5,https://www.google.com/maps/contrib/112580029366159826908?hl=id,
Fr. Dio B,,2023-09-25T14:12:39.613Z,5,https://www.google.com/maps/contrib/103803992281261190517?hl=id,
Lukianto Damar,service excelent,2023-09-24T17:52:31.269Z,4,https://www.google.com/maps/contrib/110057540210965600652?hl=id,
Neti Sasalancana,"Tempatnya bagus, letaknya strategis deket dg pusat kota. Malioboro deket, ke Kraton deket, Taman sari jg deket. Suasanyanya nyaman",2023-09-23T14:45:40.726Z,5,https://www.google.com/maps/contrib/101196008627362524369?hl=id,
NR SERVIS ELEKTRONIK & SOUND SYSTEM,,2023-09-23T06:01:21.026Z,5,https://www.google.com/maps/contrib/100292826990695338888?hl=id,
hasbi hasbi,,2023-09-20T23:06:33.779Z,5,https://www.google.com/maps/contrib/103544455463524787014?hl=id,
Mas Yanto,,2023-09-20T05:29:06.208Z,4,https://www.google.com/maps/contrib/106192546929399080893?hl=id,
Dyah,"Dtg buat kondangan, hallnya agak kecil siii tp masi okkk",2023-09-19T09:07:29.126Z,4,https://www.google.com/maps/contrib/118190280028243116292?hl=id,
himawan adi hidayat,nice!,2023-09-17T13:46:52.169Z,5,https://www.google.com/maps/contrib/109275418042365865798?hl=id,
Bagus Kristianto,"Waktu pernikahan anak pertama dan sukses luar biasa di dukung oleh para tamu,WO dan manajemen hotel. Makasih semuanya",2023-09-16T00:15:23.061Z,4,https://www.google.com/maps/contrib/107218150641815995910?hl=id,
ARSITA DEWI renata,"Lokasi ditengah kota.
Luas dan bersih tempatnya.",2023-09-13T14:01:24.751Z,5,https://www.google.com/maps/contrib/104306967286448582273?hl=id,
Afiq Kurniawan,"ke sini cuma nyoba gedung pertemuannya, untuk parkiran luas dan untuk ruangan pertemuannya sendiri ac centralnya dingin dan terasa, terdapat mushola yang bersih juga
overall nice 👍",2023-09-12T06:34:00.161Z,5,https://www.google.com/maps/contrib/108352480071553557310?hl=id,
Agung Suryono,"Kamar yg saya tempati, sebenernya semuanya sudah baik, cuma hanya untuk saluran wastafelnya agak mampet, tolong diperbaiki.. saya tetap akan kasih B5⭐, Terimakasih",2023-09-12T06:30:16.626Z,5,https://www.google.com/maps/contrib/117674562931777817870?hl=id,
Vinsi Herdalasmi,,2023-09-06T03:18:01.931Z,5,https://www.google.com/maps/contrib/110352374661062793483?hl=id,
Vinsi Herdalasmi,,2023-09-06T03:00:51.611Z,5,https://www.google.com/maps/contrib/102111209395254932971?hl=id,
Ndonk Pamungkas,,2023-09-04T23:30:30.433Z,5,https://www.google.com/maps/contrib/115385129396250477913?hl=id,
Agus Pramono,"Kami disini menghadiri pesta pernikahan tetangga, disini tempat nyaman luas parkirnya juga luas dan aman",2023-09-04T00:35:44.835Z,4,https://www.google.com/maps/contrib/111945084898881024366?hl=id,
Hendro Rustadi,Cuma jemput sahabat dari Jakarte 🙏😁😁👍,2023-09-03T08:03:02.944Z,4,https://www.google.com/maps/contrib/113234095232905309262?hl=id,
Stev_nui 19,,2023-09-03T07:54:23.442Z,5,https://www.google.com/maps/contrib/117520212411401866648?hl=id,
Saiful Muzaki 059,"Suasana utk breakfast enak, nyaman, tenang, sejuk dan view nya bagus. 👍",2023-08-30T05:25:51.311Z,4,https://www.google.com/maps/contrib/109405670180586493115?hl=id,
Julius Johan,good,2023-08-28T00:10:34.405Z,5,https://www.google.com/maps/contrib/101277340924509323004?hl=id,
Dika Aprillian,,2023-08-27T14:39:04.269Z,5,https://www.google.com/maps/contrib/100436236679847358867?hl=id,
Elisabeth Ellyn,,2023-08-27T04:18:27.509Z,5,https://www.google.com/maps/contrib/103010159823136331844?hl=id,
yuni anto,,2023-08-25T23:18:05.167Z,5,https://www.google.com/maps/contrib/104600940326451075408?hl=id,
Didik Klithikanonthel,,2023-08-25T20:11:03.476Z,4,https://www.google.com/maps/contrib/105038701473400044668?hl=id,
Tanda Jatiningsih,"Dipusat kota, nyaman",2023-08-24T16:26:33.187Z,5,https://www.google.com/maps/contrib/104547060750879180369?hl=id,
ahmad bastomi,,2023-08-24T11:02:17.237Z,5,https://www.google.com/maps/contrib/108572507881752953847?hl=id,
Soedjatmiko R,,2023-08-22T10:27:26.024Z,4,https://www.google.com/maps/contrib/112114827831140245490?hl=id,
muafiq oee,,2023-08-21T06:07:21.448Z,5,https://www.google.com/maps/contrib/102344531464320891642?hl=id,
Hendra Wibawa,,2023-08-21T05:02:36.834Z,5,https://www.google.com/maps/contrib/105623213245001311598?hl=id,
NORAZAH HAMZAH -,Good Experience,2023-08-21T04:14:08.036Z,4,https://www.google.com/maps/contrib/110114099891964330189?hl=id,
An Nisaa Pratiwi,,2023-08-21T02:56:45.592Z,4,https://www.google.com/maps/contrib/107597999100378858914?hl=id,
Adel “Nadillah Rohmania” Lisa,,2023-08-19T12:02:38.388Z,5,https://www.google.com/maps/contrib/102960294385490188689?hl=id,
Ade TM,kamar nya sempit dan pengap... tdk ada jendela sma sekali,2023-08-17T10:56:38.093Z,2,https://www.google.com/maps/contrib/115009587175921064706?hl=id,
Danovan Gp,,2023-08-15T11:58:54.066Z,5,https://www.google.com/maps/contrib/106864659427595207232?hl=id,
Aries Santoso,,2023-08-15T01:25:29.818Z,4,https://www.google.com/maps/contrib/105350320174558108551?hl=id,
AGOENG TOPIK,Sedikit sempit akses ke lokasi hotel.,2023-08-14T04:24:12.179Z,4,https://www.google.com/maps/contrib/109953916456665882710?hl=id,
Milton Ross,,2023-08-14T01:15:31.136Z,5,https://www.google.com/maps/contrib/108335017456511883752?hl=id,
Riza Anggun,,2023-08-13T08:47:31.821Z,5,https://www.google.com/maps/contrib/108314389829702631589?hl=id,
Johnny Roosdiono,,2023-08-13T06:48:09.133Z,5,https://www.google.com/maps/contrib/109695370840757755689?hl=id,
Asih Nurmalasari,"Belum bisa menilai fasilitas room, layanan dan lokasi...cuma bisa melihat dr luar dan gedung pertemuannya lumayan",2023-08-12T11:58:39.818Z,4,https://www.google.com/maps/contrib/114418350569798396668?hl=id,
Mukhamad Fitroh Aldi,Bersih,2023-08-12T01:16:08.216Z,5,https://www.google.com/maps/contrib/102802162331764993650?hl=id,
Harry Agustrianto,,2023-08-10T04:53:23.448Z,4,https://www.google.com/maps/contrib/101581556305974797047?hl=id,
Pio Pio,always great,2023-08-09T03:45:10.390Z,5,https://www.google.com/maps/contrib/104288327424303687581?hl=id,
Mohammad Zikri,,2023-08-08T07:16:56.278Z,5,https://www.google.com/maps/contrib/103154877243558064201?hl=id,
Wulan Suprapta,👍👍👍👍,2023-08-06T22:57:24.035Z,5,https://www.google.com/maps/contrib/107120469994172334694?hl=id,
Who is,,2023-08-05T04:03:11.753Z,4,https://www.google.com/maps/contrib/116273883849087758406?hl=id,
Rudy Roedy,,2023-07-31T15:04:25.804Z,5,https://www.google.com/maps/contrib/116570192729694953983?hl=id,
tri parman,,2023-07-31T04:22:30.836Z,4,https://www.google.com/maps/contrib/101713140424629263713?hl=id,
heru budiono,Not bad for a hotel located in the center of Yogyakarta city,2023-07-28T13:23:21.280Z,5,https://www.google.com/maps/contrib/102627733936679094707?hl=id,
Deni Dwi Andrian,,2023-07-28T11:15:31.349Z,5,https://www.google.com/maps/contrib/108413171565440927955?hl=id,
Saryadi Yadi,"Salah satu warung sate yg buka pagi hari, mulai jam 07.00",2023-07-28T10:14:07.365Z,4,https://www.google.com/maps/contrib/103819403050603241357?hl=id,
Yusuf Prasetiyono,,2023-07-28T00:41:14.752Z,5,https://www.google.com/maps/contrib/101018470015850461811?hl=id,
Igoen Poerbo,,2023-07-27T14:12:50.961Z,5,https://www.google.com/maps/contrib/114411744650938312344?hl=id,
Kang Ade Thea,Istimewa,2023-07-27T02:55:44.959Z,5,https://www.google.com/maps/contrib/100159571479343000490?hl=id,
Ana Desi Astuti,,2023-07-26T12:05:08.833Z,3,https://www.google.com/maps/contrib/118346233882460344556?hl=id,
M Lutfi Hauzan Tama,,2023-07-25T05:52:52.155Z,5,https://www.google.com/maps/contrib/100276980015906103023?hl=id,
Dio Yurisa,,2023-07-24T15:20:52.875Z,3,https://www.google.com/maps/contrib/102484908583337934058?hl=id,
Ani Fitria,,2023-07-23T23:24:34.023Z,4,https://www.google.com/maps/contrib/103370388403846549866?hl=id,
Sany Bhazten,Hanya mampir makan siang ditempatkan di aula hotel,2023-07-23T04:05:35.641Z,3,https://www.google.com/maps/contrib/114687263917281853243?hl=id,
NUR CHAMID,,2023-07-22T21:37:20.895Z,5,https://www.google.com/maps/contrib/116482093983222218457?hl=id,
Didi Mardiono,,2023-07-18T09:35:28.667Z,4,https://www.google.com/maps/contrib/114863434896703319963?hl=id,
Nizar Basudewa,,2023-07-17T05:05:33.826Z,5,https://www.google.com/maps/contrib/106677162771406242578?hl=id,
Dwi Prawital,"Nyaman bersih.
Tempatnya masih sangat asri sekali
Pelayanannya terbaik siihhh...

Rekomendasi tempat nginep dekat pusat kota 👍👍👍👍👍",2023-07-15T01:58:54.067Z,5,https://www.google.com/maps/contrib/111127217999650010597?hl=id,
Wulan Jelantik,"Alhamdulillah, dapat hotel ini. Hotelnya nyaman, ada taman2 juga yang dipakai untuk acara outdoor.
Kamarnya nyaman, air hangat juga selalu ada
Dikamar sudah disediakan teko listrik dan kopi-teh nya
Kamar spacious.
Recommended banget",2023-07-14T14:30:34.431Z,5,https://www.google.com/maps/contrib/110672365526627722695?hl=id,
Fidya 66,,2023-07-14T07:45:58.446Z,5,https://www.google.com/maps/contrib/101541501691964268712?hl=id,
Lili Nurlaili,,2023-07-09T21:43:47.184Z,5,https://www.google.com/maps/contrib/113858945325918849315?hl=id,
Anwar Sadat,"Awalnya ditanggal 7 juli 2023 saya nyariin saudara kamar diarea Malioboro untuk 6 room tp full semua, dan akhirnya ada rekomendasi teman utk tanya di Tasneem Hotel dan alhamdulillah masih ada kamar saya booking 6 kamar dan saudara suka dan perpanjang sd tgl 11 juli 2023
Terima kasih Tasneem Hotel utk akomodasi kamarnya",2023-07-09T16:58:26.190Z,4,https://www.google.com/maps/contrib/113010419089271141246?hl=id,
Kharida Luthfi,Lokasi strategis dan dekat dari rumah saya. Cocok untuk tempat resepsi pernikahan,2023-07-09T07:52:17.005Z,3,https://www.google.com/maps/contrib/108197587003011725250?hl=id,
Rahmad Sarifudin,Pelayananya sangat bagus,2023-07-08T07:35:48.670Z,5,https://www.google.com/maps/contrib/118313358327245556078?hl=id,
Angela Yannu Permatasari,,2023-07-06T22:47:18.500Z,5,https://www.google.com/maps/contrib/115210622318162059439?hl=id,
Wahyu Hidayat,,2023-07-06T08:28:06.472Z,5,https://www.google.com/maps/contrib/100043200802805151308?hl=id,
D’ Ambu,"Kamar bersih dan nyaman dan desain kamar minimalis sepertinya baru renovasi. Hanya saja Di lantai atas tidak ada jendela.
Interior lobi bagus.
Datang ke yogya jam 12 malam. Lihat agoda hotel ini masih available dengan discount lebih dr setengahnya.",2023-07-04T15:16:00.695Z,3,https://www.google.com/maps/contrib/102064915012018796755?hl=id,
bayu hariesta,,2023-07-03T11:00:42.847Z,5,https://www.google.com/maps/contrib/114718884776037280379?hl=id,
Kintoko Edy,Lumayanlah,2023-07-03T00:11:20.697Z,3,https://www.google.com/maps/contrib/101966398555004725753?hl=id,
Nurul Faizah,,2023-07-02T06:27:48.034Z,5,https://www.google.com/maps/contrib/117367419441894637079?hl=id,
Taufik Hidayat,,2023-07-02T03:16:14.953Z,5,https://www.google.com/maps/contrib/109195934612393009722?hl=id,
Ilham Alhadi Haq Hazani,Hotel yg bagus dan terjangkau,2023-07-01T10:26:02.395Z,5,https://www.google.com/maps/contrib/116778069777289380653?hl=id,
Shofura Hafiyya,,2023-07-01T07:23:54.094Z,5,https://www.google.com/maps/contrib/105788316482384066410?hl=id,
Mung Amarindro (Munks mung),,2023-07-01T02:12:04.253Z,4,https://www.google.com/maps/contrib/102555373188198404096?hl=id,
Y P,Easy access,2023-06-30T11:13:23.075Z,5,https://www.google.com/maps/contrib/112613439225188317297?hl=id,
Yanto,,2023-06-27T16:57:50.995Z,5,https://www.google.com/maps/contrib/101348863803517433434?hl=id,
Melani Wk,Tempat bisa buat wedding outdoor indoor buat wisuda akhir tahun sekolah harga kompetitif marketing bisa diajak konsultasi okelah..,2023-06-26T02:08:47.326Z,5,https://www.google.com/maps/contrib/112652993090153723922?hl=id,
Yans Rianti,Ok,2023-06-22T14:42:41.729Z,4,https://www.google.com/maps/contrib/110934520550848828680?hl=id,
Irno Frans,"Hotelnya nyaman, pelayanan juga ramah, kamar rapih dan bersih.
Untuk sarapan pagi enak",2023-06-22T01:25:32.200Z,5,https://www.google.com/maps/contrib/114707228177331439338?hl=id,
wawan bejo sugiho,,2023-06-20T12:34:26.913Z,4,https://www.google.com/maps/contrib/104351268762909439211?hl=id,
Mr Rius,"Hanya mencoba ballroom nya saja, ya sesuai dgn kelasnya",2023-06-19T05:41:17.849Z,4,https://www.google.com/maps/contrib/105243278208021634933?hl=id,
rizqy anugraha,,2023-06-18T17:38:41.766Z,5,https://www.google.com/maps/contrib/117492078696421527924?hl=id,
Ryan Fahmi,,2023-06-18T17:07:17.051Z,4,https://www.google.com/maps/contrib/105094803844694029337?hl=id,
Anangha Yasmina,Josss,2023-06-18T11:36:13.548Z,5,https://www.google.com/maps/contrib/113424729353522246776?hl=id,
Eko Susanto,Tempat yang nyaman utk bersantai,2023-06-16T16:00:20.628Z,5,https://www.google.com/maps/contrib/103463001403503967661?hl=id,
Titik Lestari,Tasneem Convention Hotel ada di belakang THR atau Purawisata. Bener-bener gampang nyarinya. Halamannya luas dan hijau. Kesini kemaren untuk keperluan  Tutup Tahun anak TK. Ada yg di gedung ada juga yg bentuknya teather gitu. Seru sih. Bersih juga toiletnya. Mantap,2023-06-16T03:41:40.264Z,5,https://www.google.com/maps/contrib/107056720878501610012?hl=id,
Intan Pratiwi,Mantabb,2023-06-15T22:17:56.325Z,5,https://www.google.com/maps/contrib/103796594277571127075?hl=id,
Lana Unwanah,Lokasi cukup strategis,2023-06-13T13:07:02.631Z,4,https://www.google.com/maps/contrib/117971896292138093879?hl=id,
Nizam Winda,,2023-06-13T12:07:23.744Z,5,https://www.google.com/maps/contrib/112583206879928954858?hl=id,
Widiastuti M. Kep,Acara wisuda anak... Bagus hotelnya... Dan tempat wisuda nya bagus banget... Kayak nonton Sendratari... Good job... Maturnuwun panitia SD IT Jabal Nur Gamping Sleman,2023-06-12T05:42:24.397Z,5,https://www.google.com/maps/contrib/110580971506311632138?hl=id,
Rina Evi Wulandari,,2023-06-11T14:01:34.990Z,5,https://www.google.com/maps/contrib/104003645093048815533?hl=id,
Fery Ferdiansyah,5 star for Tasneem,2023-06-11T06:24:19.953Z,5,https://www.google.com/maps/contrib/112884291782605416012?hl=id,
ferry saputra,chaotic traffic arround,2023-06-09T00:17:45.054Z,3,https://www.google.com/maps/contrib/113246677238283773215?hl=id,
Ofix Okefix,"Hotel bintang tiga ditengah kota dekat dengan malioboro dengan suasana garden, pegawai nya ramah2 banget , pelayanan memuaskan, suasananya tenang dan asri dan hiburan ramayana ballet yg wajib kalian tonton demi melestarikan tradisi indonesia",2023-06-06T08:50:26.241Z,5,https://www.google.com/maps/contrib/113099753298314986045?hl=id,
Smp Islam Al Azhar 66 Bantul,,2023-06-06T07:39:11.726Z,5,https://www.google.com/maps/contrib/110930841765791157328?hl=id,
Dian Wisantono,,2023-06-05T01:51:45.540Z,5,https://www.google.com/maps/contrib/101885143491509803120?hl=id,
Piter Yukio,,2023-06-04T07:24:20.949Z,5,https://www.google.com/maps/contrib/112976598593532790415?hl=id,
prita anggraini kartika sari,,2023-06-03T16:38:00.923Z,4,https://www.google.com/maps/contrib/116116210725027948779?hl=id,
Hari Ismawanto,,2023-06-02T09:48:31.073Z,3,https://www.google.com/maps/contrib/107226630073834516737?hl=id,
Danang Susanta,Deket dengan malioboro,2023-05-31T09:33:36.444Z,5,https://www.google.com/maps/contrib/115437759200421560080?hl=id,
Rinto Pramono,"Mau nginep skalian tutup tahun, rapat, lanjut tamasya, bisa banget. Ok banget tempatnya, ramah layanannya, lokasi tengah kota Yogya.",2023-05-30T12:54:16.370Z,5,https://www.google.com/maps/contrib/108769120283853885667?hl=id,
Dody Firmansyah,,2023-05-29T22:37:39.906Z,5,https://www.google.com/maps/contrib/111336433094759646961?hl=id,
Haris Ahsan Haq Jauhary,,2023-05-29T14:07:59.418Z,5,https://www.google.com/maps/contrib/102485836336747897142?hl=id,
Murdiono Sukriyanto,,2023-05-29T09:29:51.342Z,5,https://www.google.com/maps/contrib/101074188668551809646?hl=id,
Cak Yufen,"Rekomended banget.. murah dan semua fasilitasnya berfungsi dgn sngat baik.
Dan bagusnya adalah kita boleh pilih kamar bawah atau atas.

Kebetulan punya baby, jadi boleh pilih bawah. Terbantu banget",2023-05-29T09:16:38.987Z,5,https://www.google.com/maps/contrib/100460143292475157052?hl=id,
Muhammad Luqman Chakim,Alhamdulillah,2023-05-28T08:55:55.532Z,5,https://www.google.com/maps/contrib/114708901395609039471?hl=id,
ayu dzur,,2023-05-28T05:26:55.826Z,5,https://www.google.com/maps/contrib/103461437174895478486?hl=id,
Erwin Sitinjak,,2023-05-26T11:35:43.972Z,5,https://www.google.com/maps/contrib/112858534523287032429?hl=id,
Wisnu Marwanto (Wisnu),,2023-05-25T03:20:17.589Z,5,https://www.google.com/maps/contrib/112530668519813355010?hl=id,
Dewi Enung,"Kami sekeluarga bermalam selama 2 mlm disini, dengan pelayanan staf yg cukup ramah, namun sngt disayangkan saat breakfast hr ke 2, waitressnya tdk bgitu ramah. Berbeda dengan waitress hr pertama yg sangat ramah. Kondisi kamarpun bnyk tembok yg mengelupas sehingga menimbulkan bnyk kotoran dilantai. Saat hr ke 2 saat kami pergi keluarpun kamar dirapihkan, tp tanpa ad informasi kpd kami kalau kamar akan dirapihkan, disatu sisi senang krn plng² kamar sdh rapih.. namun disisi lain kurang nyaman krn tdk ad pemberitahuan sebelumnya lebih dahulu, sehingga lumayan kaget krn kondisi kamar sdh berubah. Aminities lengkap, sabun tdk licin saat dipakai untuk berbilas tdk sperti tempat lain. Teko pemanas air bersih tdk ad keraknya, air kran tdk bau kaporit jd untuk mandi sangat nyaman, gula teh kopi pun lengkap. Shower Air panas Ok.. signal tivi & internet Ok.. Masakannya enak.. Hotel yg nyaman untuk liburan keluarga. Bermalam pd tgl 16-18 mei 2023",2023-05-25T02:50:33.609Z,3,https://www.google.com/maps/contrib/115236245781662672696?hl=id,
Mukhtarrudin Kebumen,Ballroom yang cukup baik untuk acara resepsi,2023-05-24T06:28:51.037Z,5,https://www.google.com/maps/contrib/117564229524586065331?hl=id,
Thegwe (TheGwe),,2023-05-22T18:07:17.833Z,5,https://www.google.com/maps/contrib/106235652531819594643?hl=id,
tyas titi,,2023-05-22T04:08:18.086Z,5,https://www.google.com/maps/contrib/111180451679852169925?hl=id,
Sri Lestari Iskandar,Pilihan tepat bagi yang menginginkan stay tidak jauh dari pusat kota Malioboro....layanan. Bagus. Namun beberapa kamar perlu diperhatikan lagi fasiltas bathroomnya.,2023-05-21T08:26:32.279Z,4,https://www.google.com/maps/contrib/101576740447315463694?hl=id,
Enny Widayati,,2023-05-21T07:40:59.635Z,4,https://www.google.com/maps/contrib/114809618197670324116?hl=id,
arittani swastiningsih,,2023-05-17T14:19:04.106Z,4,https://www.google.com/maps/contrib/112597998652397786160?hl=id,
Simfoni Entertainment,"Very Recomended Venue for Wedding,Birthday or Gathering. Beberapa kali handle acara disini pelayanannya sangat okay. Jika temen temen butuh vendor musik wedding bisa kontak kami di 081568272997.",2023-05-16T18:20:05.359Z,5,https://www.google.com/maps/contrib/113158170211555597137?hl=id,
Ganjar Respam,"Pengalaman terbaik disini.. parkiran sangat luas, pelayanannya terbaik, recommended kalo pas liburan ke Yogyakarta 🙏🏻😊👍🏻",2023-05-11T10:18:07.692Z,5,https://www.google.com/maps/contrib/117007296767606539700?hl=id,"Kepada Yth : Ganjar Respan ,Mr
Kami atas nama Management Tasneem Hotel & Convention , mengucapkan terimakasih atas review yang telah bapak berikan.
Kami akan berusaha untuk meningkatkan pelayanan kami. kami nantikan kunjungan bapak yang akan datang.  Terimaksih

Hormat kami ,
Managemen Tasneem Hotel & Convention "
Edy Heri Suasana,"Hotel yg nyaman untuk menikmati Yogyakarta yang unik, nyaman, dan damai",2023-05-10T09:31:48.667Z,5,https://www.google.com/maps/contrib/108292255487060628653?hl=id,
Rista Kartika,"Overall lumayan, cuma makanannya banyak yg kurang enak menurut saya, pesen capcay sayurnya kotor, gosong, rasanya gak bangettt, semoga jd evaluasi ya, sekelas hotel masak makanannya enak yg dipinggir jalan",2023-05-09T08:01:17.108Z,3,https://www.google.com/maps/contrib/108553167115481893521?hl=id,
Jasmine Lahya Permata,,2023-05-08T00:04:52.850Z,5,https://www.google.com/maps/contrib/102161540829184371176?hl=id,
RUQ Studio,"Keren dan ada tempat untuk mengadakan sendratari Ramayana, yang nonton mayoritas orang bule.",2023-05-07T03:43:45.732Z,4,https://www.google.com/maps/contrib/101206880494033475094?hl=id,
Guru Sukarno,,2023-05-06T20:24:26.582Z,5,https://www.google.com/maps/contrib/113416222021980629183?hl=id,
Sigit Sumarsana,Pada saat acara diketemukan air toilet mati..petugas sudah dikontek tiga oleh WO tidak segera melakukan perbaikan.,2023-05-02T00:08:15.183Z,1,https://www.google.com/maps/contrib/115078257244457543051?hl=id,
Dimas Aji,"Gedung serbaguna salah satunya untuk acara pernikahan, ruangan ber AC dengan pencahayaan yang cukup baik",2023-04-29T00:57:22.122Z,5,https://www.google.com/maps/contrib/104562164613636636120?hl=id,
Ni Luh Yunita Dewi,,2023-04-27T22:18:16.497Z,5,https://www.google.com/maps/contrib/106319222010670153159?hl=id,
arif fachrudin,,2023-04-26T22:50:36.159Z,5,https://www.google.com/maps/contrib/101783639337473268505?hl=id,
Ferry Ok Irawan,"Pernah nginep di Tasneem dan di handel Pak Beno, orangnya ramah banget beda dari sales sales yang lain dan aktif sekali.",2023-04-25T11:05:27.512Z,5,https://www.google.com/maps/contrib/105696366602554617093?hl=id,
Ari Oktora,"Waktu bukber kemarin saya di handel sales Nama beliau beno orangnya aktif lucu,menjalaskan menu dan Venue  sangat detail.",2023-04-25T11:02:41.060Z,5,https://www.google.com/maps/contrib/118221383703396624962?hl=id,
Roesita Aprilia,"Saya kesana saat acara bukber. Tempatnya luas nyaman. Tapi ada 1 ganjalan.. yaitu tukang parkir. Fungsinya apa ya? Kita kesulitan saat mau ambil motor bukannya bantuin tp mereka malah sibuk menata motor (motor malah dirapat"" kan) harusnya yg mau keluar dibantu dulu. Mana ketus.. giliran kita berhasil mengeluarkan motor dgn bantuan teman kami dgn entengnya mereka minta uang parkir. Setelah diberi pun juga lgsg pergi gitu aja gak bantuin menyebrangkan.",2023-04-25T03:49:22.408Z,4,https://www.google.com/maps/contrib/105932337999491115646?hl=id,
Banowati Umi,,2023-04-24T12:35:07.262Z,5,https://www.google.com/maps/contrib/107017257490137032027?hl=id,
Siwi Pudyastama,,2023-04-24T06:29:33.965Z,1,https://www.google.com/maps/contrib/113204023432986661969?hl=id,
hardjo harsono,,2023-04-24T04:31:42.423Z,5,https://www.google.com/maps/contrib/117700062342517917388?hl=id,
Ibrahim Articov,,2023-04-24T01:40:37.631Z,5,https://www.google.com/maps/contrib/103071903917699357444?hl=id,
galis chrysan,"Untuk theater nya keren,ayoo lestarik dan datang yaa...bagus kok,jangan sampe punah ...anak muda datang ke jogja dan lihat pertunjukan nya,lokasi memang di dalam hotel,tiket bisa dilihat di traveloka",2023-04-21T00:04:30.722Z,5,https://www.google.com/maps/contrib/106437349424616711135?hl=id,
Retno Stianingsih,,2023-04-20T06:11:43.812Z,4,https://www.google.com/maps/contrib/118302575598732926935?hl=id,
Azahra Wyandaa,,2023-04-18T04:04:01.932Z,4,https://www.google.com/maps/contrib/113264094456399478305?hl=id,
Devinda Rezza,Sampai lokasi makanan sudah habis2an. Tidak recommended banget. Harusnya per kelompok besar disediain space makan sendiri2. Atau stok makanan dilebihin. Tidak recommended kalau untuk bukber org banyak. Terlalu banyak orang makanan terlalu sedikit.,2023-04-18T00:33:43.057Z,1,https://www.google.com/maps/contrib/117230738384634923264?hl=id,
Misbachul Munier (munir),Nyaman,2023-04-16T01:32:53.554Z,5,https://www.google.com/maps/contrib/104872886784992625977?hl=id,
Adhi Prakoso,Prasmanan nya legaaa dan makanan nya enak,2023-04-15T07:32:59.333Z,4,https://www.google.com/maps/contrib/114710443868740396980?hl=id,
Dinda Pramesti,,2023-04-15T01:39:03.550Z,5,https://www.google.com/maps/contrib/106654875282115898489?hl=id,
irma susilowati,"Nyaman ,asri & bersih",2023-04-11T08:57:16.471Z,5,https://www.google.com/maps/contrib/117785239079760416198?hl=id,
Ismail Affandie,,2023-04-10T05:18:37.493Z,1,https://www.google.com/maps/contrib/101425946859135182151?hl=id,
Daniel Bayu Anggara,"Hotel cukup terjangkau yg letaknya tidak jauh dari Malioboro atau Taman Pintar, disekitar banyak penjual makanan minuman dan pusat oleh oleh",2023-04-09T10:04:18.518Z,5,https://www.google.com/maps/contrib/114597523682587672506?hl=id,
Eka purnama sari,"Sangattt buruk pelayanannya, di complain malah marah2 dan semua makanan habis lebih awal padahal masih banyak yg belum makan dan sudah banget di kasih tau klw di Revill
Tempatnya juga gk bagusssssss
Bad banget",2023-04-08T11:53:45.779Z,1,https://www.google.com/maps/contrib/112835249644431414268?hl=id,
herikson parluhutan,Cocok utk bikin outdoor party👍🏼,2023-04-04T02:51:53.340Z,4,https://www.google.com/maps/contrib/108414986252164631758?hl=id,
R Bkrie,"Lingkungan yang asri, kami hanya seminar n bukber",2023-04-03T22:09:10.817Z,4,https://www.google.com/maps/contrib/115791639066568922404?hl=id,
muh daldiri,,2023-04-01T06:43:50.299Z,4,https://www.google.com/maps/contrib/102500396473235767503?hl=id,
Pardi yono,Layanannya bagus.,2023-03-30T00:18:17.521Z,5,https://www.google.com/maps/contrib/115063601374006918804?hl=id,
Akhmad Riadi Maridin,Cocok utk pertemuan dengan hidangan yang banyak,2023-03-25T12:18:21.328Z,4,https://www.google.com/maps/contrib/115446860152556141716?hl=id,
Asih B,Oke,2023-03-23T14:49:09.951Z,5,https://www.google.com/maps/contrib/104133267830665867681?hl=id,
Nani Haryanti,,2023-03-22T21:54:34.538Z,4,https://www.google.com/maps/contrib/105696625111403621127?hl=id,
uq wu,,2023-03-20T00:32:29.689Z,5,https://www.google.com/maps/contrib/114551352521027796102?hl=id,
krisna koclok,luas,2023-03-19T01:52:30.769Z,5,https://www.google.com/maps/contrib/102811854486900476588?hl=id,
Awang Dendi,,2023-03-18T09:25:13.843Z,5,https://www.google.com/maps/contrib/114999410849654658846?hl=id,
Raul,,2023-03-18T02:46:46.754Z,5,https://www.google.com/maps/contrib/105465115098002547288?hl=id,
Tiek Sioe,,2023-03-16T02:49:46.302Z,5,https://www.google.com/maps/contrib/112152719363232663094?hl=id,
Sigit Setyo Nugroho,,2023-03-14T11:05:43.443Z,5,https://www.google.com/maps/contrib/105284161543899622469?hl=id,
Nur Wanto,adem nyaman parkir luas,2023-03-14T08:52:32.153Z,5,https://www.google.com/maps/contrib/106052047072834172501?hl=id,
Nurul Amaliah,,2023-03-14T08:31:17.527Z,5,https://www.google.com/maps/contrib/113446316729893487092?hl=id,
