Reviewer Name,Review Text,Star Given,Publish Date
Mia Novita Zahra,Pengin kesini lagi pertunjukkannya bagus banget,5,2020-03-25T11:31:48.951Z
Mahmudin26,,5,2020-03-20T09:09:33.750Z
Richi Utomo,Pertunjukan yg luar biasa,5,2020-03-20T08:07:25.609Z
Hani Anna,menakjubkan penampilannya.. jokesnya masuk,5,2020-03-20T04:07:07.898Z
Eka KIE Kopine,Tarian tradisional yg madih eksis,5,2020-03-18T22:18:43.272Z
Wahyu Anto,,5,2020-03-17T11:41:28.360Z
Okta D. Susanto,,4,2020-03-17T11:18:50.305Z
Baskara Agung,Pertunjukan Ramayana ballet diadakan setiap hari dan Tiket juga bisa dipesan melalui traveloka. Tersedia paket hanya menonton Ramayana ballet dan ada yang paket plus dinner. Tempatnya bagus dan parkiran luas. Jadi bis juga bisa parkir disini. Akses ke tempat ini juga mudah. Ada musholla dan toilet juga. Selain itu disini juga bisa menyewa joglo untuk keperluan berbagai acara.,4,2020-03-15T23:04:20.586Z
Ariez Monjali Jogja Kembali,,5,2020-03-15T15:17:09.792Z
Eli Nur Septiyanah,,5,2020-03-15T13:49:54.949Z
Ryon Styawan,,5,2020-03-14T11:24:15.037Z
Mega Nuraini,Venue kondangan outdoor cukup bagus,5,2020-03-14T02:57:58.844Z
Ardhio Wira Hutomo,,5,2020-03-12T08:24:52.760Z
johanna lintang,,4,2020-03-11T16:49:30.359Z
N. Mahardika Brilliandi,"Kolaborasi seni tari tradisional Jawa, musik gamelan dan wayang golek. Seharusnya pemuda bangsa ikut serta mensupport warisan budaya Jawa tersebut",5,2020-03-11T15:40:49.891Z
Ema Nur Arifah,"Bersih, nyaman, pertunjukan nya menarik",4,2020-03-11T07:45:09.639Z
rasen driya,,5,2020-03-10T14:04:31.662Z
Yogi Suprayogi,,5,2020-03-09T22:26:55.704Z
Hafizs Yusmar,"Tempatnya rapi, bersih Dan adem",5,2020-03-08T12:30:09.794Z
Rifnanda Rizki.M & Mam Catur Hariningtyas,,5,2020-03-07T15:31:17.571Z
Hercules Poltak,Lengkap.. Cuma karyawan pada sibuk sendiri.. Lt 2 gak ada yg jaga.. Kalau mau cari dan tanya sesuatu. Harus turun kebawah lg,3,2020-03-07T09:56:44.028Z
Tia Efendi,,5,2020-03-07T08:51:07.814Z
Paul Pasco,,4,2020-03-07T07:47:23.618Z
Faradillah Nurul Hikmah,Sebenernya lupa ini tempatnya yg mana,5,2020-03-06T23:27:55.237Z
Arie Setyawan S,,3,2020-03-05T12:49:28.991Z
Panca Irawati,,4,2020-03-05T03:25:22.550Z
Yuli Rasyid Tula,Not really ok,3,2020-03-03T08:41:57.757Z
wasis,,5,2020-03-01T14:25:56.220Z
21_Muhammad Azarya Sanjaya,,5,2020-03-01T13:09:44.838Z
#Ekotirtosegoro,"Tempatnya bersih , lokasi nya mudah dijangkau. Pelayanan ok",4,2020-03-01T12:52:24.315Z
erwin nungcik manan,,4,2020-03-01T03:45:10.477Z
Gita Dwi Utami,,5,2020-02-29T15:48:58.487Z
Alif Putri,,5,2020-02-29T15:37:08.119Z
Hilda Rismayanti,,5,2020-02-29T15:26:34.615Z
Bagus Andika,,5,2020-02-29T15:13:41.713Z
Je Story,Ramayana balet,5,2020-02-29T11:14:11.069Z
Ari Endang Jayati,Interesting,5,2020-02-27T05:47:53.204Z
Herry Krishnamurti,"Tempat yang eksotik, menjaga budaya adiluhung",5,2020-02-26T04:15:15.294Z
Mahessa Transmedia,,3,2020-02-25T09:02:04.671Z
Tedy Hidayat,,4,2020-02-22T01:15:14.444Z
Ijuh Ardy,,5,2020-02-18T15:20:23.375Z
SUKA NONTON,,5,2020-02-18T15:09:45.749Z
Nurul Elfira,,2,2020-02-18T15:07:46.217Z
Ed Widianti (Dian),Salah satu destinasi wisata di Yogyakarta,5,2020-02-16T03:01:40.473Z
Marcius Goh,Nice version of the ramayana,5,2020-02-15T14:37:53.337Z
didik wibowo,Menghibur skali,4,2020-02-15T12:34:25.841Z
Irma Friskawaty,,5,2020-02-15T11:45:12.344Z
Ris New,Baguss,5,2020-02-15T05:16:01.585Z
Marcellino Andri,,5,2020-02-13T11:41:18.494Z
Jacyntha Orinetha,,5,2020-02-13T07:11:35.636Z
Wahyu Banat,,5,2020-02-12T12:33:49.015Z
Mukhti Alfian,Deket sini .. 💃💃💃💃💃,5,2020-02-11T02:41:46.829Z
Herry Kuhuela,Keren n Bagus,5,2020-02-09T15:01:49.991Z
7C Meka Arista Kusuma 16,Tempat yg bagus buat berwisata..dan mennonton tarian Rama Sinta,5,2020-02-08T07:23:08.982Z
Adriel Alstrom,"The dancing was out of this world.  I really didn't know what to expect,  but the whole thing was phenomenal.  Great customs,  dancing and a live orchestra.  I also had the dinner buffet.  It was a little pricey,  but it was tasty and had all sorts of local dishes.  It was easy to just eat and then proceed to the shore. There was also live music and a dancer during the meal. A very nice atmosphere.  It's all covered,  so it's no big deal when it rains.",5,2020-02-08T06:51:07.826Z
Donny Arisiyanto,Nice,5,2020-02-08T02:03:30.835Z
Sarah Harling,,4,2020-02-07T09:00:30.747Z
Marcellina Dwinanda D,Seruuuu!,5,2020-02-04T06:52:33.156Z
MORENO Official,Patut di kunjungi,4,2020-02-03T16:40:00.643Z
Christo Justin,,5,2020-01-31T17:11:37.830Z
Harry,,5,2020-01-31T14:51:43.245Z
Miftachul Jannah,,5,2020-01-31T09:29:07.438Z
tamie utami,,4,2020-01-30T01:09:51.424Z
Edy Saragih,Gut,5,2020-01-30T00:38:06.064Z
Rudiyanti R,,5,2020-01-28T20:40:18.441Z
Yosef Suryo (YS),"Setiap scene sebaiknya ada keterangannya, agar peserta dapat mengethahui jalur cerita",4,2020-01-28T15:16:12.953Z
Yanahairol Hafizan Yahya,Menarik melihat ramayana ballet,4,2020-01-28T14:52:03.333Z
laudza orlin,Tempatnya bagus,4,2020-01-28T00:59:14.549Z
צבי וולפסדורף,מהמראות המיוחדים באינדונזיה,4,2020-01-25T22:46:54.846Z
Mellinia VP,,5,2020-01-25T15:44:20.692Z
oris pertawati,Lumayan,4,2020-01-25T15:40:22.067Z
dewayantodewayanto dewayantodewayanto,,5,2020-01-25T12:51:49.868Z
averosian madanhi,Tempat event ini diadakan bagus dan nyaman...,5,2020-01-24T15:36:47.848Z
Rakha Sofyan,,4,2020-01-24T15:13:34.771Z
Anissa Sasongko,,3,2020-01-21T13:58:15.675Z
Nendra,"Tempat cozy, makin malam suasana romantis, bagus banyal lampu², lapang. Cocok untuk event resepsi outdoor. Parkir luas",5,2020-01-17T00:59:07.856Z
Arif Arzaman,"Simply authentic! Dinner is accompanied by a traditional Javanese ""band"" and the food is simply delicious. But that's not the main attraction of this place. The attraction is the Ramayana Ballet where they showcased the story of Rama and Shinta in the form of a traditional Javanese dance. Simply in awe!",5,2020-01-16T12:51:52.935Z
Mas Taji,Ramayana adalh hburan yg hrs di lstarikan,3,2020-01-16T08:52:53.028Z
Jrink Htf,joss,5,2020-01-14T23:09:24.454Z
Timurtiyanto,Unik,5,2020-01-14T22:11:29.151Z
Ariaty Puji Lestari,,4,2020-01-14T15:34:38.926Z
Jessica Lintang,,5,2020-01-13T18:05:35.477Z
adisty mulyani,,5,2020-01-12T16:49:45.230Z
w m,,5,2020-01-12T07:31:19.026Z
Elis Kumara Djati,,5,2020-01-12T01:53:31.014Z
Dimas Rivandy Emmanuel Tarigan,,5,2020-01-10T19:33:48.397Z
Hafidh Syahputra,,5,2020-01-10T15:38:47.588Z
Nard YK,,5,2020-01-10T14:56:37.216Z
Hendral,,3,2020-01-10T13:25:26.769Z
Andika Trihan Nanta,"tempat wisata yang sangat bagus,mempertunjukan tarian ramayana yang begitu atraktif sehingga menarik turis dalam negeri dan luar negeri",5,2020-01-10T13:07:12.191Z
Megga Poespita,,5,2020-01-10T08:28:34.848Z
Jose Ernesto,lupa apa..,5,2020-01-09T13:18:01.975Z
Puspita Dewi Rahmawati,,5,2020-01-08T14:36:51.669Z
Anindya Cahyani,,5,2020-01-08T13:30:45.955Z
theo dore,Good,4,2020-01-08T07:24:51.499Z
Reza FJT,Hiburan wisatawan di purawisata,4,2020-01-08T01:29:18.296Z
Melissa Mebo,Great 😍,5,2020-01-07T02:38:32.566Z
Roce Sagara,"Tahun ini lebih bervariasi lakonnya, kaget dengan adegan karena  pemainnya datang dari arah penonton",5,2020-01-06T11:56:43.250Z
Leni Milana,Tariannya cantik,4,2020-01-06T05:39:15.278Z
Ruliana Anelma,,5,2020-01-05T15:00:13.684Z
Div Naritha,,5,2020-01-04T17:50:58.447Z
Ekarina Sekarsari,,5,2020-01-04T15:20:10.712Z
Rudy Hendrito,Mantap n salut,5,2020-01-04T12:02:08.053Z
Arla Butik,"Mantap bgt nih, buat yg keyogya wajib nonton ini",5,2020-01-03T00:55:05.593Z
Al Fatah,,3,2020-01-02T20:11:17.166Z
Fay Muhammadh,one of the best show in my entire life,5,2020-01-02T06:15:49.184Z
Marwanti,,4,2020-01-01T00:00:22.265Z
harmawan yulianto,Bagus dan menarik,5,2019-12-31T16:02:48.721Z
Dimas Fikri,,5,2019-12-31T15:19:48.843Z
Hart Hart,Àmazingg pertunjukan ballet ramayana,4,2019-12-31T12:18:39.816Z
VLOG STERIL,,5,2019-12-31T06:37:25.268Z
Angga Sekarsany,,5,2019-12-31T02:22:01.880Z
Hananto S Poetra,,4,2019-12-30T22:49:06.925Z
nanang setiawan,,5,2019-12-29T15:05:37.589Z
Inna Iffah Kulsum,,5,2019-12-29T14:51:26.857Z
Bobby Chua,,3,2019-12-29T13:21:35.399Z
Djuniedi ekosetiono,Asyiik....untuk kembali mengenal budaya jawa. Baguus.....,5,2019-12-29T11:04:33.874Z
tengku erick,,5,2019-12-28T15:06:00.330Z
Issa Alamsyah,Tempat yg cocok untuk menikmati keindahan budaya jawa...cerita ramayan balet..tiket lbh murah pembelian di traveloka..disana tinggal check in..tempat duduk sdh di sediakan,5,2019-12-28T11:52:06.431Z
Citra Koesoema,,5,2019-12-27T13:22:28.138Z
Aila Tania,"Lokasi bersih, pertunjukan ramayana sangat bagus.",5,2019-12-27T04:55:00.190Z
Kiswan Aleron,,5,2019-12-26T09:31:31.270Z
LISTI,,5,2019-12-26T06:47:44.904Z
Widyastuti Rahayu,"Pas dinner, ada live tari & gamelan 👍",5,2019-12-25T23:22:34.935Z
Irene Albertsma,Leuk restaurant en mooie wajangvoorstelling,4,2019-12-25T10:42:55.450Z
Richard Lim,Nice performances.  Dinner was below expectations,4,2019-12-24T22:29:09.326Z
Riski Fitri,Panas puoll,2,2019-12-24T15:13:36.677Z
Ndarti Lisa,,3,2019-12-24T06:54:52.862Z
Rudi tan,Bagus...👍👍👍,5,2019-12-24T03:50:44.545Z
Dany Hananto,,5,2019-12-23T09:08:20.667Z
Surya Hidayat,,5,2019-12-22T15:16:08.246Z
Alamsyah Indra,,5,2019-12-22T14:51:42.849Z
Yanti Hasmi,Saya sangat salut dgn masih ada nya pertunjukan seperti ini semoga daerah lain bisa mempromosikan budaya nya dgn membuat pertunjukan spt ini,5,2019-12-22T14:51:07.423Z
shanov mama,,4,2019-12-22T08:11:52.463Z
Novia Ramadhona,,5,2019-12-16T15:26:44.450Z
Aditiya Saputra,,4,2019-12-16T15:08:50.347Z
Baggas Mujianto,Top,4,2019-12-15T11:01:32.963Z
Della Rahmadhani,,4,2019-12-12T03:04:25.342Z
mustofa 21,Sipp,5,2019-12-11T08:05:01.769Z
robyborz,,5,2019-12-11T07:30:21.306Z
Bagbone Leather,,5,2019-12-11T01:00:51.095Z
aarya alamsyah,Keren,5,2019-12-10T16:43:53.640Z
Az Zahra Yumna,,5,2019-12-10T16:09:58.190Z
nugroho putro,Bagus,3,2019-12-10T11:18:32.611Z
Mile Cord,,5,2019-12-09T22:37:07.498Z
Cobi van Egmond,,5,2019-12-08T16:42:24.687Z
kataxz tong,Sempurna,5,2019-12-08T01:43:32.119Z
Véronique LAROCHE,Magnifique spectacle traditionnel. A voir,4,2019-12-07T20:55:45.828Z
dika dana,,4,2019-12-07T14:56:57.085Z
Muhammad Ishak Cenne,,5,2019-12-05T16:18:40.597Z
Martha Pratiwi,,4,2019-12-05T13:08:30.754Z
rigel firdaus,Culture,5,2019-12-04T17:49:13.833Z
Akbar Esa,The show gave me chills! The place is nice!,5,2019-12-03T19:30:51.571Z
Teguh Suhada,,5,2019-12-01T14:07:39.508Z
onky prima wibowo,Tempat nyaman untuk gathering,5,2019-12-01T05:35:02.662Z
Faried 88,,5,2019-11-28T22:43:14.644Z
Hudha Nurvadilah,Keren banget,5,2019-11-28T08:57:10.021Z
iskandar Aminuddin,,5,2019-11-27T00:17:11.292Z
Veevee Dian,,5,2019-11-26T23:28:00.567Z
Heru MARIFUL,,4,2019-11-26T06:56:49.368Z
Ananya Talpaneni,,5,2019-11-24T12:44:27.677Z
Herry Mulyana,,4,2019-11-23T12:35:25.233Z
Annette van Kaam - van Buren,"Prachtige dans voorstelling, zeker een bezoek waard.",5,2019-11-23T05:29:09.428Z
Rizki Amaliah,,5,2019-11-22T14:42:50.291Z
Rika Marlyana,"Shownya bagus sekali, tp sayang kadang sepi penonton.. semiga kedepannya semakin terkenal acaranya..",5,2019-11-21T15:00:16.958Z
M Asshofi Nadhif,,5,2019-11-21T12:38:06.429Z
Ari Juansah,Tempat yang mantap untuk manyaksikan pertunjukan kolosal,4,2019-11-20T08:05:51.937Z
Ezra Abrahmz,"Cozy place for dinner (they have restaurant as well).
Great performance/dance that never stop even for a single nite since they've been established. Let me know if you need a 'companion' to see the dance.",5,2019-11-20T05:29:49.376Z
maria cakranegara,"Cool... Dinner with beautiful garden view then watching beautiful classic ramayana ballet... What should I ask for more?

I've been here with some people using wheelchairs, please start thinking to provide friendly access for them... 🙏🏻🙏🏻🙏🏻",5,2019-11-19T04:59:15.502Z
Deasy Puspitasari,Comfort restoraurant,5,2019-11-17T12:19:02.275Z
Titik Susdarwati,Sangat cantik dan luar biasa penjiwaan para penarinya ..,5,2019-11-17T02:15:17.378Z
Kurniawati Zega,,1,2019-11-16T14:26:20.094Z
Deswimar Deka Putri,,5,2019-11-15T10:20:27.336Z
edy tour guide,Bagus,4,2019-11-15T08:04:29.240Z
Subardi Men,Tempat nya bagus,4,2019-11-14T13:50:41.774Z
aulia_cici Trip&Kuliner.MbakCi,Mengikuti sendratari Ramayana ini sangat cocok bagi kita bangsa Indonesia. Mengenali sejarah dari seni dg cara yg tidk membosankan,5,2019-11-12T21:49:02.769Z
Fikar Rakif,,5,2019-11-12T13:32:43.852Z
Basuki Achmad,,5,2019-11-11T08:12:45.377Z
muhsin suswoyo,,5,2019-11-10T05:02:05.057Z
Dini Fitrianingsih,,5,2019-11-10T02:42:34.809Z
febi arum,,5,2019-11-08T07:50:45.603Z
Arif,Istimewaaa,5,2019-11-07T10:38:59.134Z
Firmawati S,What a good day. I could attend in there. I saw something new in there.,5,2019-11-05T15:08:13.724Z
Jarmini Yanuarti,"Sungguh sangat memukau, speechless.  Bagus sekali",5,2019-11-05T08:16:05.412Z
Risky Setiyawan,,5,2019-11-03T15:33:30.567Z
Wahyu Eka Saputra,,5,2019-11-03T04:13:37.886Z
Winantu Rahardjo,Rutin pentas tiap malam...,5,2019-11-02T16:16:07.732Z
AWI _Gacha,"Tempat dinner yg sangat menyenangkan di jogyakarta dengan suguhan tarian dan live musik yg sangat romantis,..harus di datngi saat di jogyakarta",5,2019-11-02T14:59:05.387Z
niken wahyuni,Puasss sekali nonton sendra tari disini atraksi nya baguss ada tari api jg ad akrobat nya jg pkk ny senang skali bisa liat pertunjukan dng harga terjangkau rekomen banget buat yg lgi wisata di jogja,5,2019-11-02T14:43:49.125Z
Kang Suherman,,4,2019-11-01T06:22:04.923Z
Gerai Kuota,Mantap gan,5,2019-10-31T18:14:37.982Z
Jo Johannes,,5,2019-10-31T12:13:38.422Z
Rixk!,Mantap!!,5,2019-10-29T13:08:11.585Z
Khalidin Nur,,4,2019-10-29T05:46:11.071Z
Yanti Tachie,"Hampir tiap tahun kita bawa rombongan group ke Ramayana Balet di Purawisata, selain mudah dijangkau tempatnya karena berada di pusat kota untuk selain itu untuk pelajar harga terjangkau",4,2019-10-28T14:24:53.298Z
Jhoni Barokah,,5,2019-10-25T15:41:38.961Z
Kids Channel,,4,2019-10-23T01:33:21.481Z
saafia heri,,5,2019-10-22T02:13:38.119Z
Sumadi Madi,,5,2019-10-21T04:11:18.310Z
Koen,"A visit to the dance performance of the epic Ramayana story should not be missed during a visit to Yogyakarta (or Prambanan). The story is interpreted in an enthusiastic, very colorful and graceful way. For those who are not completely familiar with the story, it is advisable to use the stencil offered. The show lasts about an hour, an hour that is over before you know it, because the Ramayana epic is and remains one of the highlights of world literature.",5,2019-10-20T14:40:52.872Z
Pandu Abi,,5,2019-10-20T14:38:07.360Z
novabudi k,,5,2019-10-20T10:32:56.202Z
Miftahur Rohim,Keren,5,2019-10-20T08:07:56.118Z
Yusticia Herlambang,,4,2019-10-20T00:09:55.966Z
setyawan pugung,,5,2019-10-19T15:32:27.812Z
Hananto Bangun,Menyenangkan,4,2019-10-19T06:57:32.206Z
zamira bias,,5,2019-10-18T01:15:00.483Z
Fauzan Anwar,,5,2019-10-17T15:10:37.495Z
Surya Di,,5,2019-10-17T08:31:01.141Z
Nor Harun,,3,2019-10-17T08:26:05.059Z
Tri Wahyuni,"Dulu harga tiket masuk kalo tidak salah 50k, mulainya malam,bagus tariannya, ada penari anak2 yang lucu. Backgroundnya candi Prambanan yang  menjulang. Pokoknya pemandangan yang epik. Penarinya juga luwes. Sepertinya beda-beda  cerita dari malam satu dengan malam yang lainnya.",5,2019-10-16T09:00:49.032Z
Nardi Klaten,,5,2019-10-16T08:10:49.353Z
Dhito 76,yang suka dengan tari ramayana bisa merapat kesini,5,2019-10-15T08:07:15.322Z
Krishnan Gireesh,,5,2019-10-13T15:28:11.605Z
Elsa Hayanin Lubis,,3,2019-10-13T13:39:30.248Z
Kiki Tour Guide,"Tempat mudah dijangkau dan lokasi tdk jauh dari pusat kota .
Dilengkapi bbrp resto yg sangat representatif.
Satu lagi Bahwa Ramayana Ballet Di Purawisata diadakan tiap malam mulai jam 20.00.",4,2019-10-13T07:09:21.083Z
Ika Sulistyowati,Semoga bisa ke sini lagi belum puas liat2 peninggalan orang2 zaman dahulu,5,2019-10-12T12:04:31.991Z
Gita Mogot,"Pertunjukannya keren, tempatnya pun dapat dijangkau dengan bus pariwisata. Salam budaya Indonesia.",5,2019-10-11T14:31:09.980Z
Anggik Hanifah02,,5,2019-10-09T03:51:05.093Z
Gerry Lani,fantastis and amazìng,5,2019-10-08T11:10:53.858Z
Yuniar yuni,"Pertunjukan sendratari Ramayana selain Prambanan, yang menyuguhkan sebuah kesenian adiluhung asli Yogyakarta yang di kemas apik berdurasi satu setengah jam itu bagi saya cukup memukau pemirsanya. Dengan efek lighting dan permainan para aktor pendukungnya sungguh serasi. Bravo Ramayana Purawisata..",5,2019-10-08T08:53:40.607Z
Kelik LE MOTONG KASAR,"Pertunjukan sendratari ramayana ballet
Yang sangat menarik untuk di saksikan
Sayang pemainya tua tua..yang muda harus bisa demi meneruskan kebudayaan bangsa yang sangat luar biasa",5,2019-10-08T08:53:33.561Z
Ahmad Zamary,Penari2nya sangat profesional..,5,2019-10-08T08:51:49.409Z
Djainuri Riwati,Wo anomane nek ngamok nganggo geni assik tenan,4,2019-10-08T08:50:31.187Z
imam alal,"Ramayana Ballet selalu ngangenin, dengan iringan musik tradisional life membuat penonton kagum dan bergetar.",4,2019-10-08T08:50:20.861Z
puji susilowati,Tarian yang exotic ..tempat strategis di tengah kota..,5,2019-10-08T08:49:13.488Z
yohanes kukuh,Tempat bagus nyaman ligting bagus,3,2019-10-08T08:48:35.801Z
Moh Khairul,"Pertumjukan yg sangat..sangat bagus .. melestarikan budaya tradisional dan menghibur sekali buat saya yg lagi cari tempat hiburan malam di Jogja
Tariannya bagus.. karakter kera2 kecilnya lucu2.. adegan hanuman obongnya luar biasa bagus..pencahayaannya bagus buat saya ambil foto..instagramable banget daah..",5,2019-10-08T08:48:32.811Z
Subandiyo Oke,Pemain lincah2menari ditonton,5,2019-10-08T08:48:18.617Z
Imam Santoso,Tontonan menarik..,5,2019-10-08T08:46:58.937Z
Wisnu Priyambodo,"Good performance, ada kembang apinya",5,2019-10-08T08:46:16.850Z
Rosyid MI,"The performance was spectacular.
Tempatnya bersih, staff-nya ramah, makanan dinnernya enak dan banyak macam nya.
Dekat dengan tengah kota, prawirotaman, malioboro & keraton.",5,2019-10-08T08:46:13.190Z
anisa saputri,good perfomance,5,2019-10-08T08:45:47.870Z
puji lestari,pertunjukan yg menarik dan menambah wawasan kita...sangat recommended jika liburan ke Jogja👍🏻,5,2019-10-08T08:45:12.736Z
Erica Cindy,Pertunjukan ramayana yg sangat luar biasa!! 👍👍👍👍,5,2019-10-08T08:44:16.752Z
Reni Agustina,"Pertunjukannya yang sangat memukau
Dengan sajian dinner all you can eat yang enak",5,2019-10-08T08:44:15.453Z
Mulyono Bapak,Pokok nya ...yes .kalau aku  👍👍👍,5,2019-10-08T08:43:49.838Z
kristiawan indriyanto,,5,2019-10-07T15:46:07.500Z
Rita Kartiningsih,"Ramayana Ballet.  Lightning nya bagus bgt, luas, tempatnya nyaman dan bersih, musiknya original dr gamelannya. Menakjubkan ada atraksi apinya",5,2019-10-02T10:38:07.728Z
2Niko Laundry,,2,2019-09-30T15:45:06.970Z
Agus Gunawan,Ok banget,5,2019-09-30T14:53:56.497Z
Lanna Wening Ekawati,,4,2019-09-29T05:39:06.216Z
Hafid Adikara,,5,2019-09-25T03:16:19.122Z
Alwi Caniago,Perfect,4,2019-09-24T10:05:39.161Z
Susi Indri,"ditempat ini penampilan ramayana ballet,",4,2019-09-23T22:40:01.589Z
Joel Alix,Super beau,5,2019-09-23T12:56:48.552Z
Roka Sang Dareh,"A great story telling with superb lighting, performance and nice gamelan.",5,2019-09-23T07:05:40.127Z
Setiaji Bening Hati,Apik,5,2019-09-23T01:54:34.475Z
Daniel Banuaka,,5,2019-09-22T15:48:42.120Z
dwi audit,good show!,5,2019-09-22T08:58:53.052Z
Widi Yawati,,5,2019-09-22T07:40:27.567Z
Alvin Arkansas,Tempat ini menggelar pertunjukan sendratari Ramayana setiap malam. Pengunjungnya tidak terlalu ramai. Mostly turis asing malah yang menonton pertunjukan ini. The show is beautiful.,5,2019-09-22T02:28:07.318Z
Priya Asoken,,5,2019-09-20T15:18:50.918Z
Ghanny M,"hmm , nothing ...",5,2019-09-18T16:12:36.632Z
Teunes Suma,,5,2019-09-18T03:28:35.839Z
Toni,,4,2019-09-16T05:20:21.566Z
Jodi,Goed en verzorgd eten en drinken (geen wijn😏) in Buffetform. Mooi theater; o.a. Ramayana (Wajang Orang) voorstelling. Zeer mooi opgevoerd!,5,2019-09-15T15:59:50.993Z
RESTIVO Pascal,,4,2019-09-14T13:02:30.064Z
fathan WITJAKSONO,Best ballet dance in yogyakarta city beside in prambanan is the good one,5,2019-09-13T12:38:26.556Z
Y I,"It is clean
To see ramayana, dinner is included
There are 2 places to see ramayana, namely Prambanan and purawisata",5,2019-09-12T20:58:07.964Z
Freddy Cloet,Nice dinner. Boring show !,3,2019-09-12T11:34:08.844Z
Ádám Kiss,"The 1.5-hour show will cost 350,000 rupees.  The show is high quality ...",5,2019-09-10T16:58:41.078Z
yulianita sulistyaningrum,,5,2019-09-10T13:35:12.304Z
Chayra Selfi,Bagus,5,2019-09-08T11:53:27.823Z
yoyok unfilled,"Kemaren dateng kesini pas sendratari yg dibawain rama shinta. Cakep menurut saya, pelayanannya ramah, pemainnya narinya bagus2.",4,2019-09-08T01:45:05.897Z
Ita Yunita,,5,2019-09-07T04:34:46.497Z
Eko Novianto,,5,2019-09-06T15:28:12.922Z
puspita rachmawati,,5,2019-09-06T10:32:03.645Z
Irwan Taufik,Tempat yg mengesankan,5,2019-09-06T09:06:49.230Z
Stefan K,Leuke muziek / dansvoorstelling. Een aanrader!,5,2019-09-05T15:18:09.260Z
Marco Hackman,,4,2019-09-05T15:04:27.094Z
suratmin smpnguru,Ini sarana untuk lebih mencitai budaya yang adiluhung tempatnya bersih menyenangkan,5,2019-09-04T11:25:22.676Z
Coach Dhimas Sapto T Poedjanarto Asd.,,4,2019-09-02T12:50:50.016Z
Sophian Hadi Susanto,,5,2019-09-02T07:00:59.020Z
Dimyati Alwi Dewantara,,4,2019-09-01T14:48:06.021Z
Lana Unwanah,Bagus,4,2019-09-01T08:36:37.634Z
Devi Chudori,Loved it..especially when hanuman succeed burned down alengka palace...epicccc,5,2019-09-01T05:14:55.810Z
Josh Handani,Asik dan nyaman,5,2019-08-30T02:08:07.488Z
cakra wellwell,,5,2019-08-29T11:05:42.293Z
Reza Firmansyah,,5,2019-08-28T02:14:09.892Z
Hanung Mustawim,,5,2019-08-27T15:07:04.394Z
benxbenx sugiharto,Semarak...meriah..murah...,5,2019-08-27T04:10:24.271Z
antonio wibowo,,5,2019-08-25T11:31:32.548Z
Muhammad Nasir71,Bagus banget,5,2019-08-25T03:46:08.138Z
Agnes Afnuary,,5,2019-08-24T17:06:33.496Z
bowo atmojo,,5,2019-08-24T13:10:17.003Z
Faris Ac,,5,2019-08-24T11:16:14.232Z
Dika Aji Prasetya,Salah satu tempat yang konsisten dengan budayanya,5,2019-08-23T16:08:01.343Z
山田賢司,,5,2019-08-23T15:33:31.796Z
Mohamad Fairus,Interesting show.. Nice cultural experience,5,2019-08-23T10:32:47.526Z
Mei Relawanto,Mantul konsernya,5,2019-08-23T06:26:46.476Z
Sentraland Cengkareng,,5,2019-08-22T14:01:52.379Z
Rosa Elena Ceballos Peredo,,5,2019-08-22T13:36:07.473Z
Bolang Tua,Keren penarinya,5,2019-08-22T05:55:52.275Z
Sri Wardani,,5,2019-08-22T04:56:21.632Z
Shinta Novi Dayanti,,4,2019-08-21T15:30:21.291Z
Diani Awalia,,5,2019-08-21T15:16:53.483Z
Ganang Setiyawan,,5,2019-08-21T15:03:01.517Z
Andy Ahadiat,,4,2019-08-21T14:07:40.761Z
Berfikir Positif,"Bagus
Lestarikan terus budaya kita
Jogjakarta memang istimewa ..",5,2019-08-21T13:39:48.561Z
Stephen Wijaya,,4,2019-08-21T10:10:21.316Z
Artando “Doni” Sadewa,,5,2019-08-21T00:41:15.705Z
Mumtaza Dotcom,,5,2019-08-20T06:33:00.895Z
Tutik yuliatun,"Ramayana Ballet Parawisata terletak di lokasi yang sangat strategis dan mudah ditemukan. Bagi yang masih bingung menuju tempat ini, bisa menjadikan Jogja Tronik sebagai patokannya. Tempat ini menyediakan makan, khususnya makan malam dengan sistem prasmanan. Untuk minuman bisa dipesan dengan banyaknya menu.",5,2019-08-19T16:06:11.768Z
hanychaho,,4,2019-08-19T07:46:02.414Z
Bima Saputra,,5,2019-08-18T23:45:58.998Z
Irwan Bajang,,5,2019-08-18T17:39:26.840Z
Kresnanto Wahyu,,5,2019-08-18T14:49:11.218Z
Anastasia Melissa,,5,2019-08-18T07:44:05.385Z
Nuni Amaliah,Awesome performance. Didn't expect to be that perfect.,5,2019-08-18T02:11:43.691Z
F S,,5,2019-08-16T14:32:12.878Z
agung west,,5,2019-08-16T03:29:15.621Z
Gennj Tumiatti,,5,2019-08-14T12:48:56.483Z
Yoa lia,,5,2019-08-14T06:19:08.482Z
Adi Nur Ihwanto,Tari nya baguss dan di kaaosh kesempatan untuk foto bersama dengan talent talentnya,5,2019-08-13T23:40:58.109Z
Ahmad Jaelani,,5,2019-08-13T06:58:34.803Z
Aditya Putra Pratama,,4,2019-08-13T01:30:19.424Z
Theresia Ed Widiastri,Amazing 😍,5,2019-08-12T22:36:12.085Z
英爺英二,楽しめます❗食事も‼️,4,2019-08-12T15:49:57.350Z
